Episode,GPU Time,CPU Time,MSE,RMSE
Episode_1,0.1534501314163208,0.07976518308415133,0.0002527920937613865,0.01589943690076433
Episode_2,0.20193373239957368,0.08129217685797276,0.0001108032867160164,0.01052631401374747
Episode_3,0.05589560918093578,0.07505786206294184,0.00036370005709925567,0.019070921768474004
Episode_4,0.05347051838490526,0.07468964806697338,0.0008428741886578634,0.029032295614674762
Episode_5,0.054466724013262253,0.07475659745262268,0.00042324876264289413,0.020573010539123682
Episode_6,0.05535583687417301,0.07470090683595634,0.00010671000688549761,0.01033005357611942
Episode_7,0.05303617068319932,0.07457644680416352,4.9927156807195075e-05,0.007065915142937614
Episode_8,0.057084082702198995,0.07481365052107362,3.530309962640594e-05,0.005941641155977525
Episode_9,0.05783381167878496,0.07494028527685936,5.9703162199247395e-05,0.007726782137426122
